,Date,Overall_Rating,Cabin,Review,Recommended,ValueForMoney,Seat_Space,Cust_Serv,Entertainment,Food_Drink
167,"September 19, 2015",1/10,Economy,"Yet I could not find fault with the level of service I received on each flight and in particular the flight QR0009 from Doha to London, was simply exceptional.",No,1,0,0,0,0
168,"September 8, 2015",1/10,Economy,"I cannot thank the cabin crew of Qatar Airways enough for making what could have easily been a set of nightmare journeys for myself. In the end, amazing.",No,3,1,4,0,0
169,"September 8, 2015",1/10,Premium Economy,"If you are considering booking with Qatar Airways and find yourself somewhat hesitant due to having read some of the bad reviews, I would ask you to consider the fact that when It comes to reviews of anything you can be almost certain that they tend to be completely polarised viewpoints.",No,1,3,3,3,3
170,"September 8, 2015",1/10,Economy,"Be carefull as transfers are not guarantee, small delays might cause the lost of you tranfer with relocation in bad conditions, I arrived with 24 delay to my destination. Very umpleasant experience.",No,1,4,4,4,4
171,"September 5, 2015",4/10,Economy,I would defintely not travel on Qatar Airways again. Sectors travelled were London-Doha-Dubai-Doha-London.,No,2,3,2,2,2
172,"August 28, 2015",6/10,Economy,"
Only 1 sector London-Doha was okay because the aircraft was A380 but in the rest of the sectors the aircrafts were either A320 or A330.Food, cabin service and entertainment not good at all.",No,4,4,4,4,4
173,"August 22, 2015",9/10,Economy,"
The cabin crew definitely need a better training as their inflight customer service is not up to the standards.",Yes,5,5,5,5,5
174,"August 11, 2015",1/10,Economy,"I had a flight from Melbourne to Doha then to Warsaw. From Doha we had a small plane full of people, only  two toilets on a board. Only one meal during the flight. Small, not comfortable seats. I was disappointed, tired and hungry.",No,1,1,1,2,2
175,"August 11, 2015",1/10,Economy,"Qatar airways is the absolute worst airlines to take when traveling from the middle east to the western countries. Personally, I have booked my tickets 5 months in advance. I made sure I signed up to receive all sorts of notifications due to the nature of my traveling experience (from U.S. —> Qatar —–> Dubai) and return flight ( Iran —-> Qatar —-> U.S.). My experience was horrendous. When traveling from Iran to Qatar, the flight was delayed for 45 minutes without any notice from the airlines. I did not even receive an email. We basically stayed idle for more than 45 minutes inside the plane with no explanation. With the stress of traveling, I was ready to get back to Utah. When we arrived in Miami, the flight was not on time… and the flight from Miami to Salt Lake left, the flight departed 20 MINUTES sooner than it was suppose to leave OR Qatar made an error on the time in my ticket. Still, no word from Qatar airways. I had to pay for my own hotel in Miami and wait till the next day. The following day, I caught a flight from Miami to Chicago in which there was another delay. Qatar airways NEEDS to improve their customer service!!! It was an unpleasant experience.",No,1,1,1,2,2
176,"July 26, 2015",2/10,Economy,April 2015: SIN-DOHA-ATHENS (B788-A333)/ATHENS-DOHA-SIN (A321-B788),No,4,3,2,3,3
177,"July 26, 2015",7/10,Business,"
The ONLY good point I have for this airlines is the new Dreamliners they used. Inside, the seats are cramped, reading lights not operating normally, IFE hangs, outdated and limited programs, touch screen control console inactive.  It’s definitely not 5-Stars as they called themselves. Despite seating 7th row at the front, we’re left with 1 choice of meal. Ask for more water, they pointed to the cup of water already in the meal tray! Coffee? You got to wait. Beyond meal time, it’s all self service, cos they are “busy” at the gallery!  Pre-take off /landing cabin prep not done properly. Transfer at Doha was bad, for economy passengers. Ultra long queues for the 7 or 8 screening machines, out of about 40 machines available! Toilet cubicles seriously in shortage even for men’s. Must be worst for Ladies!  Doha handles mostly transit passengers, but its not ready to tackle that volume. Dubai and Emirates is better. Fortunately, all my flights departed on time, with luggage. The World’s 5-Stars Airlines? Not yet.",Yes,4,3,4,4,4
178,"July 1, 2015",2/10,Economy,"After years of flying with BA and KLM in business class I heared I definitely had to try Qatar. Service on BA and KLM becomes more inferior and you don’t feel a valued travveler but on of the rest.  So July 17 we fly from Amsterdam to Bangkok via Doha with Qatar in Business class. First with the Dreamliner, followed by 380. The service was good and the seats were comfortable, just as flat bed is against, if you are tall your feet are touching each other in the point. The service of board has not impressed me, on both flights they forgot to bring one of the dishes, the presentation is reasonable. But overall, better than BA and KLM, but not overwhelming. I wonder how our return wil be on august 9. And one other thing, boarding in Amsterdam was the worst experience ever.",No,2,1,4,3,3
179,"June 23, 2015",1/10,Business,"I travelled on Qatar airways  from Johannesburg to Qatar on a Boeing 787. The seat was totally uncomfortable ,hence a miserable 8 hours on a plane.",No,1,5,1,5,5
180,"June 22, 2015",10/10,Economy,I took Qatar airways couple of weeks back for Mumbai – Doha – Athens – Mumbai and had a very pleasant experience. I traveled with Family (2 A and 1Child) and found the Airline was kids friendly. In fact Doha airport has lot of facilities to keep you and your kinds busy in case you have a longer connection.,Yes,5,5,5,5,5
181,"June 17, 2015",8/10,Business,We flew many times on business class. I rate it one of the best airlines in the world and would upgrade it to “best airline in the world” if they could improve the ergonomics of their “in flight entertainment systems and have a few more experienced stewardesses among their staff.,Yes,5,5,4,3,3
182,"June 17, 2015",5/10,Economy,"LHR – Doha onboard a 777 was very comfortable with good food and ok IFE system. However the economy class onboard their new 787 Dreamliners is cramp and uncomfortable. The inflight entertainment system is appalling, with a mind of its own. The food was ok but nothing special. They market themselves and seemingly win awards for being a 5 star airline. They’ve recently been announced as the best airline in the world. Clearly those voting haven’t travelled in economy onboard a 787 or attempted to use the useless inflight entertainment on their newer aircraft, including the A380.",No,3,2,4,0,0
183,"June 13, 2015",6/10,Business,"Perth – Doha – Manchester – Doha – Perth, Business class.",Yes,4,4,4,3,3
184,"May 5, 2015",1/10,Economy,"
Second time flying with Qatar from Perth to UK and return. Qatar use the Qantas lounge in Perth and its ok, but not a patch on the Emirates lounge.",No,3,2,3,4,4
185,"April 19, 2015",1/10,Economy,"Paid for a flight online for one of our children, checked-in online, no problem. Had to change the flight last minute, re-paying online, no problem.",No,2,2,3,2,2
186,"April 12, 2015",1/10,Business,"
Then, suddenly, 24h before new departure, received a threatening e-mail that if the traveller was not showing proof of payment (card), he would not be allowed on board.",No,1,4,1,0,0
187,"April 3, 2015",1/10,Economy,"
Contacted immediately customer support : no answer.",No,1,4,1,4,4
188,"April 1, 2015",10/10,Business,"
Why not the threat on the first booking ? Why only 24 hours before ? Where to go ?",Yes,5,4,5,0,0
189,"March 29, 2015",10/10,Economy,"
After years of using Qatar Airways, we gave up for too many inconveniences. Went back to it, attracted by the low fares. Alas…",Yes,5,5,5,5,5
190,"March 28, 2015",3/10,Economy,A330,No,2,2,5,2,2
191,"February 28, 2015",10/10,Economy,"
Flight from Doha to Berlin",Yes,5,5,5,0,0
192,"February 27, 2015",1/10,Economy,"
Seat 24 a",No,2,1,1,1,1
193,"February 17, 2015",1/10,Economy,"
Extremly restricted leg space.",No,1,0,1,0,0
194,"January 19, 2015",10/10,Business,"Istanbul Doha, Doha Perth vis a vis. Amazing service. On time. Friendly crew. Beautiful aircraft. can not get a better economy class….Hamad airport is spacious, new, not overcrowded (though may soon be as many more get on the Qatar /(airays) bandwagon..",Yes,5,5,5,5,5
195,"January 15, 2015",10/10,Premium Economy,Qatar airways is the best and I will fly another flight….I enjoy my trip and it was so interesting and wonderful one. I took the flight from Lagos Nigeria to Doha Hammad International Airport and commence my journey from Doha to Kuala Lumpur.,Yes,5,5,5,5,5
196,"January 15, 2015",10/10,Economy,"I flight from KUL to ISU, Inside cabin crew very friendly, all food and than when I flight from DOH to ISU, before landing, a supervisor of cabin crew say hello to me because I am a member of Qatar Airline, that’s a great Cabin Crew that I have been ever meet, God Bless to Qatar Airways.",Yes,5,5,5,4,4
197,"January 14, 2015",1/10,Economy,I recently bought a round trip from Stockholm-Islamabad with Qatar Airways  in Economy class.,No,1,3,1,4,4
198,"January 12, 2015",5/10,Economy,"
When it was time for the return journey my first flight segment (ISB-DOH)  was extremely delayed (Qatar Air’s strategy to handle fog conditions). As a I result I was emailed an updated itenary with 15+ hours layover in Doha.",No,4,4,2,2,2
199,"January 9, 2015",9/10,Economy,"When I reached Doha on 11th January 2015 at 1800, after waiting in queue for 3 hours at Transit Desk they declined to give any accommodation, with an excuse that they don’t have any rooms available in any hotel, which is totally wrong. As a result I was forced to stay at airport terminal and spent the night on a seat in the cold, noisy and uncomfortable terminal .",Yes,5,5,5,5,5
200,"January 7, 2015",4/10,Economy,"Flew with family Perth to Doha and beyond. Crew forgot to provide meal for 5 rows. After our kids waited over an hour as the cabin crew of afford aboutand were very hungry, I approached the crew area and a group of 3. Or 4 chatting crew members. I asked about meal and they all looked blankly at me.  Instead of listening the crew member turned away, shrugged. Others stood there blaming each other. Finally we got a meal, cold and not  very good at all, no choice left for the kids. Couldn’t even find someone to ask for water.  Sadly this happened on the return flight also. No customer service.",No,2,3,2,3,3
201,"December 15, 2014",2/10,Economy,Flew economy class from Chicago to India and returned to the US via Miami for an onward flight via American Airlines.,No,2,2,1,3,3
202,"December 9, 2014",9/10,Economy,"
Food was served cold, and the food selection offered was not five stars. The wines could improve in quality. snacks on the Chicago Doha sector were limited and not five stars. seat uncomfortable and the in flight entertainment systems was slow and the screen was old and had low resolution. Not suitable for viewing long hours.",Yes,5,4,5,5,5
203,"December 1, 2014",10/10,Business,"Travelled with QA from Singapore to Copenhagen. The 787 was comfortable, meals were delicious & filling. The crew was very helping. Looking forward to fly with them again in the near future",Yes,5,5,5,0,0
204,"November 25, 2014",5/10,Business,"I traveled with Qatar from Perth to Chicago on November 26th and can’t fault them. The flight attendants were very friendly and helpful, the food was good and the flight was comfortable. Would definitely recommend them and fly with them again. Going home back to Perth with Qatar in March.",No,3,3,4,2,2
205,"November 8, 2014",8/10,Business,"I was flying from Dhaka to Doha in business class.  It was a 777-300. First of all, I would remember the hospitality and caring attitude of the cabin crews.  They were coming to you  frequently asking of you need any assistance. The food was delicious and the drinks are awesome!! Seat was very spacious.  But I don’t like their entertainment facility. It should be smarter and should give more choice of latest movies!!",Yes,5,4,4,2,2
206,"October 22, 2014",8/10,Economy,my wife and I travelled in economy from Perth to Edinburgh return. Perth to Doha was on 777-300. Fortunately this was not a full flight so we were able to have a spare seat between us which was good since it was an 11 hour overnight flight. Doha to Edinburgh was on a 787 Dreamliner. The craft is flash with automatic flushing toilets and mood lighting but the seats and aisles are narrower than the 777. Cabin service was excellent although I didn’t think 5 star meant paper cups for tea & coffee. Overall they were excellent flights.,Yes,5,3,5,3,3
207,"October 15, 2014",1/10,Economy,"Phuket to KL one way Economy Class on 13 Oct 2014 QF 849 1715 flight. 1st time flying with Qatar Airways, after all the 5 star ads running on TV in Singapore, we were looking forward to trying this airline and how it might compare with Singapore Airlines. Sadly, it does not ever compare in terms of service. The plan and its gizmos might be 5 star but the crew is not. They barely smiled, nor spoke much English, and could not control passengers who were unruly, kids running around, seats reclined, even during flight landing. It was the most stressful flight ever (even tho it was a short one) as one is left wondering when someone would come and take charge of the situation. Its all about service and feeling safe, and sadly the AirAsia no frills service concept is better as one knows what to expect. When we landed, we were literally yelled at by ground crew for not showing boarding pass, no please no smile just yell (like we were a bunch of animals). The crew did not prepare us for this additional process of clearing from the plane, and one would assume that this process was only necessary for transit passengers who are leaving the flight and returning later and not for passenger leaving the flight. Overall, it has to be the worst experience on an airline of such standards, communication or lack of and crew skills are sorely lacking.",No,3,3,1,5,5
208,"October 6, 2014",9/10,Economy,"I was so impressed that the airline remembered my food preferences through out my 20hour, 2plane trip. The customer service and flight attendants were very helpful.",Yes,4,3,5,5,5
209,"September 18, 2014",1/10,Economy,I am reviewing a flight from London to Riyadh.,No,1,3,1,4,4
210,"September 17, 2014",8/10,Economy,"My sister and I flew with Qatar Airlines from Perth to London on the 11th August 2014 ecomony class. The first part of the trip was great. Could not complain. We landed in Doha and it was very easy to find our way to departure gate for next leg of the flight. Once we were on the plane my sister was very sick. The crew were very helpful and very concerned about her. I requested if she could be moved into the business class so she could lay down as she had a terrible headache and only wanted to sleep. Unfortunately they were not able to this and advised us that it was not their call to be able to move passengers from economy to business even though there were spare seats. I understand that they cannot accomadate everyone that requests this, but in the circumstances I believe they could have moved my sister. After saying this the crew were very helpful and did manage to move her down to the back of the plane so she had more room to lay down. They kept checking on her throughout the flight and kept assuring me that she was ok. Once we landed in London they had arranged medical assistance for us in the way of an ambulance. Overall they were excellent and I am very gratefull for their concern and assisatance. My only complaint would be that I think the cabin crew should been able to make the call that my sister could be moved into business class to make the trip more comfortable for her. But overall thank you very much Qatar airways for you help.",Yes,4,4,4,4,4
211,"September 11, 2014",1/10,Economy,"QR905 Melbourne-Doha, Economy on 777:",No,1,1,1,3,3
212,"August 26, 2014",1/10,Business,"
This was my second long long haul trip with Qatar Airways and again I was very disappointed with service delivered. In fact QATAR Airline delivered far LESS then some of the budget carriers I experienced:",No,1,3,3,3,3
213,"August 21, 2014",5/10,Economy,"
My seat was broken [I was sitting in 25C]. Seat I had could not be placed in upright position. Cabin crew shrug it off and said they know . I did not feel very safe [or comfortable] during takeoff and landing and I am sure it was not much fun for person behind me either.",No,3,4,2,3,3
214,"August 7, 2014",7/10,Business,"
Also, reading lights were not available for the whole section of the aircraft, through out the trip. Flight attendant even tried resetting the “system” and then declared all lights in row A, B and C are faulty.",Yes,4,4,5,3,3
215,"August 5, 2014",1/10,Economy,I started my journey in Dallas.  I went to check in and was greeted by the most unfriendly customer service agent in my lifetime.  He was so rude.  I inquired about upgrading to business class. I told him it didn’t matter what it cost.  He told me my economy ticket didn’t qualify. I said it didn’t matter I was willing to pay.  I started saying over and over”take my money” and he wouldn’t.  He was the biggest jerk I have ever met.  He was of Middle Eastern decent and extremely rude.  I Hope I see his face again one day.  No one in my life has ever treated me so poorly.  So he was a jerk.  we boarded late and I went up and counted.  42 business class seats available.  I was like wtf?  why would they not take my money.  I own businesses and I am always willing to take a customers money.  What a stupid airline.  So we flew to Doha.  They didn’t have customs forms on the plane for when we arrived in Goa.  The GOa flight was delayed 2 hours because some tragic Indian woman was afraid to fly.  Get over it.  Don’t hold up the rest of the 200 passengers.  Again I tried to upgrade and business was empty.  They didn’t know how to do it.  Couldn’t take cc at the gate.  IDIOTS. I asked for wine.  They didn’t have any.  The food on every flight looked like chewed up vomit.   We arrived.  Plane smelled awful.  Bathrooms were also dirty.,No,0,3,4,1,1
216,"July 20, 2014",6/10,Economy,Flights back same issues except we dealt with an equally awful gate agent.  He was in Colombo and started yelling at us for our carry ons which were very small and we carry on every week on American Airlines.  Same issues.  Complete chaos in Colombo.  In competent staff.  I will say Doha was much more organized though.  Also since they are One world they are suppose to have priority boarding for Emerald passengers.  nope not once ever.  Boarding was a free for all with no organization.  Sad for a new airline to Dallas and America but Emirates is soooo much better friendlier and will definitely never fly Qatar Airways again.,Yes,3,4,3,5,5
217,"July 2, 2014",10/10,Economy,"
PS this is my first time to write a review of anything.  The whole experience was so bad I felt compelled.",Yes,5,5,5,5,5
218,"June 28, 2014",10/10,Economy,"PER – DOH – JFK – DOA – PER 777 aircraft. International economy product is ok. Meal service was very efficient but for the number of cabin crew that travelled on these flights, their presence outside of the meal service was very scarce. On long haul flights, you would think there would be more offers of water but this was not the case. Passengers often going to the galley in search of and then having to help themselves. Hygiene in the toilets was unfortunately poor. I realise this is mostly due to passengers but have been on a number of long haul flights this year and Qatar stands out in this area. With other airlines, cabin crew frequently inspect toilets and perform tidy up maintenance.",Yes,5,5,5,4,4
219,"June 24, 2014",1/10,Economy,"Flew from Edinburgh to Perth on the new service, the Dreamliner is fantastic!",No,2,3,1,3,3
220,"June 23, 2014",1/10,Economy,"The worst airport ever, not organized and everyone blame the authority who keep changing the gates with no announcement made!!! They are trying to copy the best airports by the look of it without thinking, I came on flight from London to Abu Dhabi and supposed to change at Doha, landed at one side of the airport and directed to gate B2 then suddenly they changed their mind to Gaye E24, a 40 minutes walk made me lose my flight, again they send me to change my boarding and take the next flight which arrive 2.5 hrs at gate C2 all printed on the new boarding and after my arrival at the gate, they changed to gate B2!!! What an idiots , another 40 minutes walk back, not worth the waiting and hustle!!! So distressing and I don’t have a clue to where is my luggage after all , they advertise acceptance to master visa credit and debit cards printed in the duty-free onboard, yet they don’t honor MasterCard !!! Who is running this airline???who is running the airport operation??? Never again Qatar airlines , never again…!",No,4,4,2,3,3
221,"June 12, 2014",10/10,Business,"Just flew qatar from bali to frankfurt via new hamed airport doha. Qr-945 Bali to doha was in a 777. 300 in busines , what a nice trip , plane is very roomie up the pointie end. Service was excellant as we needed a wheelchair to meet us at at all departure & arrival points all turned up and pick us up at lounge for next flight. New hamed airport , wow , the long wait has been worth it , it is opulant to say the lease. Plenty of shops open. As the qatar business & first class lounge are not finished yet, we were met at bali arrivals with a letter from qatar say they would give us 10’000 points as compensation as they could not give us anywere ( lounge ) to stay for 3.15 hours. Very pore effort indeed. But every thing else in airport seems tobe running smooth. Qr-67 doha to frankfurt was non eventful with excellant service . The only problem is those darn a-330 planes very pore seats,( we know the problems ) .  Wil be returning qr- oo4 heathrow to doha 3rd july business on new a-380, so looking forward to that. Will review this sector. My RAting will be based on the 777.300er . Bruno",Yes,4,4,5,4,4
222,"June 11, 2014",8/10,Economy,I flew by QR from Hyderabad to Munich with a transit halt at Doha. the flight was from hyd to Doha was clean and the attendents were courteous much to my surprise unlike the past when we were treated in a rude manner. Doha airport was not to my expectations. The waiting place was cramped with less number of toilets to handle the crowd. Flight to Munich was excellent and I did not feel the pinch of 10 hr travel…..QR has improved a lot over the years 🙂,Yes,4,5,5,4,4
223,"June 3, 2014",3/10,Business,"Was refused boarding in Doha after the late arrival of my flight from Cape Town at the new Hamid airport, despite making it to the gate on time. “No time to transfer my luggage” was the reason given. To be fair, they took me to a hotel for the day and paid for my lunch but it was a 12 hour delay I could have done without and I missed meetings because of it. After arriving in KL 12 hours later than I expected to I stood and waited for my luggage…and waited…and waited. It has not arrived, which makes a total mockery of them bumping me off the flight in the first place (business class I might add). To top this woeful performance off, I have made at least 10 phone calls to try to track down my bag and not one person was able to assist. Either the phone isn’t answered or I’m given another number to call. Meanwhile I am trying to prepare for a trip to Europe in two days without many of the things I need to take with me.",No,4,3,3,3,3
224,"May 27, 2014",0/10,Economy,"
As for the flight itself, the metal is OK but the business class cabin in the Dreamliner is cramped if you’re tall like me; try turning over when in bed mode and you will see what I mean.  Give me the business class cabin of an Emirates A380 any day. The cabin crew are hit and miss; either gruff or unsure of themselves with a few exceptions. Normally the best are in business class cabins, but not on QR. All in all, not a pleasant experience and I will return to Emirates once they get their flight schedule back in order. The worst past is that nobody at QR seems to care.",No,3,4,4,4,4
225,"May 11, 2014",0/10,Economy,QR – SING – DOH – LHR,No,3,2,1,3,3
226,"April 28, 2014",0/10,Economy,"
April 2014 – the new Dreamliner was a pleasure however the undertrained , rude and incompetent crew let it down. Transfer Doha – awful experience – on ward to LHR old A330-200 awful aircraft smelly toilets , inadequate IES, and again dreadful crew – return flight again on the Dreamliner very comfortable – crew under trained and rude – Doha awful as expected – item lost on transfer disappeared into Qatar employees pocket.  Flight to singapore. Great 777 aircraft – crew again undertrained and more representative of a less known airline. Will not waste time again with the airline / emirates or ethiad far superior in every dimension of flight.",No,1,2,3,2,2
227,"March 20, 2014",0/10,Economy,"This is the worst Airline in the world. I have flown on Qatar Airways several time, and I am yet to have a pleasant experience.",No,0,0,1,4,4
228,"March 20, 2014",0/10,Business,Strating from my recent experience: I am yet to recover from stomach problem after having their horrible meal.,No,1,5,1,5,5
229,"March 20, 2014",10/10,Economy,Then comes their hub… simply the worst Airport,Yes,5,4,5,4,4
230,"March 15, 2014",2/10,Economy,"unfortunately Qatar air is dose not stand by costumer rights. so sad that they can not solve the simplest mistake they make except with apologies…. words words words… but no actions when the customer give them the choice. they apologies and complicate the passengers trip. no thanks for you Qatar air I will not travel on your plains any more. I have nothing nice to say either. your costumer service people are polite but useless what good dose a smile or polite word do, if you do not help a passenger with a problem you created by the air line and it was completely Qatar air’s fault???? you do not keep your word and do not help at all.",No,3,1,3,3,3
231,"February 20, 2014",10/10,Economy,"My wife came from Hyderabad, India to Washington Dulles (IAD) on Jan 29th 2014 and she was very satisfied with the flight and the services they provided to her. We give 5 stars to it.",Yes,4,5,5,4,4
232,"February 8, 2014",9/10,Economy,FLIGHT     QR 501 – QATAR AIRWAYS                         WED 29 JANUARY 2014,Yes,4,3,5,5,5
233,"February 3, 2014",0/10,Business,"
—————————————————————————–",No,1,1,3,3,3
234,"January 14, 2014",5/10,Business,"
DEPARTURE: HYDERABAD, IN (RAJIV GANDHI INTL)                     29 JAN 03:35",Yes,3,1,4,4,4
235,"January 9, 2014",10/10,Economy,Just returned from two weeks in Vietnam with family.,Yes,5,4,5,5,5
236,"December 26, 2013",8/10,Economy,"
First time with QA.",No,3,4,4,4,4
237,"December 22, 2013",0/10,Business,"
Return route Berlin-Doha-HCM City.",No,1,1,4,4,4
238,"December 21, 2013",5/10,Economy,"
QA Aircraft were modern well maintained Airbus variants.",Yes,4,4,3,4,4
239,"December 21, 2013",3/10,Economy,"
Staff were excellent throughout entire journey.",Yes,4,3,3,4,4
240,"September 18, 2013",9/10,Economy,"We travelled from Perth to London in July returning August 2013. We were very happy with the plane. The service was excellent & the food was the best we have had on any airline. We travelled economy so nothing special. The only issue we had with Qatar was the airport at Doha. No air bridges, manual staircases to the plane & being bussed around the airport in the heat  & stuck in room for an hour waiting for a bus with no seating or drinks. The airport lets down a really good airline",Yes,5,4,5,5,5
241,"July 9, 2013",1/10,Economy,"
EDITORS COMMENT: It will be fantastic once the new airport in Doha is completed in the not too far future.",No,1,3,1,3,3
242,"July 3, 2013",0/10,Business,I cannot begin to explain how disappointed I am with qatar airways service. Every single time for the past 4 years when I had a bad experience I brush it off. Thought It was a mistake. But every single time is not acceptable.,No,1,4,1,2,2
243,"July 3, 2013",10/10,Business,"
I always flew emirates prior to my marriage and never ever had one bad experience. Sadly my in-laws live in Qatar and I had to take Qatar airways because it was always convenient. Maybe I’m spoilt with Emirates and I’m just expecting too much from Qatar airways.",Yes,5,5,5,3,3
244,"July 2, 2013",6/10,Economy,I remember the first time I flew qatar airways fro JFK to Doha I requested a seat with leg room since I had a real bad knee pain due to a tear. The person at the counter said that there was no seats available. I was ok with it until I boarded the plane and here there are 2 seats empty with leg room. I requested the cabin crew and made a change. But I was so mad that they lied to me. And again next time when I travelled from JFK-Doha I requested an aisle seat and same thing repeated. He was acting like all the aisle seats were taken and once u get on the flight there are so many empty seats. And the guy at the counter in JFK has so much attitude. I dont know why people with an attitude work in sales!,No,4,4,4,3,3
245,"June 24, 2013",1/10,Economy,"Flew from perth to London and was absolute disgusted with all flights especially from an award winning airline which i struggle to believe! Food was awful, pressed the service button 4 times before cabin crew noticed and was greeted with attitude, my inflight entertainment didn’t work for 2 legs and doha airport is shocking! Got bussed all over terminal from aircrafts. Will never fly again!",No,2,1,1,1,1
246,"June 21, 2013",10/10,Business,"
EDITORS COMMENT: The airport experience at present is not overly nice however this is just in the interim whilst the new airport terminal is being built",Yes,5,5,5,4,4
247,"June 17, 2013",10/10,Economy,"We flew with Qatar business class from Perth to Zagreb return. This was an amazing experience, by far the best flight we have ever had. The service and food could not be faulted. Would definitely fly with Qatar Airways again.",Yes,5,4,5,4,4
248,"June 17, 2013",10/10,Business,"Perth to Heathrow(London) via Doha, Boeing 777 planes, one of the best economy class seating I have been on. The staff were very helpful, I am disabled and they went out of their way to help where possible. I have flown Emirates & Qantas and Qatar  are their equal if not better.",Yes,5,5,5,5,5
249,"June 16, 2013",9/10,Business,Jakarta-doha-Copenhagen,Yes,5,4,4,4,4
250,"June 16, 2013",6/10,Economy,"Perth to Doha (B777-200), Doha to Venice (A320), London to Doha to Perth (B777-300). Was so looking forward to flying with Qatar for the very first time but sadly they did not live up to their award winning status but overall they were ok. Good Points : wide seats in economy, food. Bad Points : Unhelpful flight attendants, no airconditioning from Doha to Venice in our part of the plane until we asked why we were so hot and feeling unwell then they realised it was not on, poor movie/tv selections and not Qatar’s fault but Doha airport would be the worse i have ever been too….yes even worse than Perth!!!",No,3,4,3,3,3
251,"June 14, 2013",0/10,Economy,"I was on Doha to Rome flight on 28/4.Seated row 11 after 1 hour there was no air conditioning ,just hot air coming from the vent,from rows 11 to 18 it was so hot we had to walk to the back row to cool.When asked the cabin staff  if they could help,the answer was “no” & they would report that to the company.It was so hot the food tasted terrible & the lady sitting next to us nearly had a heat stroke…that was our experience with the world’s best airline…may be they don’t care about passangers in the ‘cattle class’…no more flying with qatar!!!!!",No,1,2,3,1,1
252,"June 11, 2013",8/10,Business,"Perth to Doha (B777), Doha to Paris (A340), Nice to Doha (A330) and Doha to Perth (B777).",Yes,5,5,4,5,5
253,"June 11, 2013",6/10,Economy,"Both legs in the 777 were superb – very comfortable seats which fold into a full flat bed (with mattress & doona), excellent food and drink choices, very good in-flight entertainment. Very nice jim-jams, amenities kit, slippers etc etc.",Yes,4,5,1,5,5
254,"February 18, 2013",8/10,Economy,"The premium terminal in Doha was excellent, though we had a 7:30 hr stopover on the way back, which was too long.",Yes,5,4,3,2,2
