limited,1
saver,1
yellow,1
four,1
increase,17
chinese,8
aug,1
eligible,2
poorest,1
worth,5
risk,15
rise,8
jack,4
vast,1
school,1
venue,1
ups,1
bernanke,3
pubic,2
second,4
street,9
even,5
redistributed,2
discus,2
pace,2
contributed,2
asia,1
spokesman,2
new,38
net,5
increasing,2
officially,1
told,3
deemed,1
herb,1
men,8
richest,1
reported,3
protection,1
china,17
dorm,1
balance,1
taper,3
auction,1
study,2
controversy,5
credit,4
launched,1
andreessen,13
wyattresearch,2
yamada,2
mobility,4
highly,2
brought,4
txt,9
unit,8
would,13
browse,1
hospital,3
motivate,2
chooses,1
call,4
asset,2
type,1
tell,1
posting,1
brings,1
yahoo,22
hurt,1
phone,5
effect,4
must,6
locked,1
room,3
cheapest,2
work,4
plunged,4
refusing,1
era,2
example,1
yge,4
give,1
early,5
currency,4
want,23
absolute,1
sideline,2
end,8
recovery,4
turn,5
feature,8
hot,7
yum,9
ordinary,2
crowding,1
earlier,3
destined,1
president,2
purchase,6
third,9
amid,1
jakab,1
green,4
capitalist,2
enter,4
oaxley,1
triggering,2
restriction,2
vary,3
kickoff,1
london,2
japan,8
fit,4
personal,3
soaking,4
revenue,18
better,2
versus,4
ftse,1
flotation,1
silver,1
bank,15
debut,7
detroit,2
neuroscientist,1
went,7
side,3
mean,5
lifted,1
financial,6
lumosity,1
series,3
trading,33
awry,2
network,22
driving,1
medicine,1
got,3
strategist,5
perception,1
little,11
free,2
standard,1
struggle,4
estimate,3
wanted,1
district,2
heading,1
silicon,1
signature,1
purpose,4
already,2
encouraging,6
djia,2
another,8
ditch,1
rewritten,2
service,3
top,1
bitcoin,8
listed,2
bouncing,1
tool,1
took,1
distance,2
target,8
frankly,1
likely,13
project,4
silly,4
brilliant,1
rattle,1
seem,3
regulate,1
forced,1
strength,3
climate,9
oriented,1
overallotment,1
luxury,4
blue,1
though,2
looming,9
extending,1
involving,1
letter,4
entry,1
tech,17
consumer,12
came,1
reserve,3
saying,1
retire,1
radio,1
pick,5
busy,1
louise,1
theme,1
rich,3
announce,1
borrowed,2
asbestos,1
watch,2
amazon,7
despite,1
covering,1
twice,1
bad,5
release,6
reference,2
analytics,1
decided,3
result,2
best,18
subject,5
said,32
capacity,5
away,1
hopefully,1
ira,1
approach,1
never,1
however,2
boss,1
harvard,1
news,13
essentially,1
accident,1
prudential,1
country,5
ncaa,18
pitt,3
gotten,1
com,27
asked,1
groupon,1
initiative,2
trust,3
barack,1
source,5
union,10
rebounded,1
sachs,1
confident,5
much,9
interest,2
expected,4
correction,18
lockup,1
eastern,2
worker,5
commerce,4
publicly,1
originate,1
property,2
procedure,3
seven,3
brewer,4
dumped,1
player,2
stratasys,2
seattle,2
disappear,2
hong,12
make,2
complex,1
potentially,1
several,1
grows,2
european,3
independent,1
published,2
jks,2
renaissance,1
opportunity,5
shortly,1
charlie,4
tiered,2
pandora,1
corporate,3
spencer,1
spurred,1
photo,2
sequestration,1
hangover,1
human,1
previous,3
adding,1
ipdn,2
fared,5
glencore,13
preparer,1
spread,1
board,5
save,1
cramer,3
possibly,1
zynga,2
judge,4
tapering,3
officer,4
night,2
security,1
soar,1
www,5
right,12
deal,10
sungard,1
sends,2
total,1
tracked,1
bottom,1
corp,5
peer,1
post,2
manufacturing,7
super,24
banker,2
horizon,1
slightly,1
hotly,5
raised,2
float,2
intellectual,4
negative,9
sedan,8
reducing,1
support,5
people,8
sovereign,1
class,16
way,4
war,1
faring,1
form,3
offer,20
becoming,1
paypal,1
jive,1
heat,4
solar,12
true,5
analyst,10
bargain,1
economic,1
unusually,1
hotter,2
yoshikami,3
proven,1
sale,15
soothe,1
chuckling,1
floor,1
stake,2
generally,4
ortutay,1
flood,1
interested,1
holding,9
capstone,1
test,1
hoffman,1
surprise,3
supercycle,1
fell,2
invested,6
billion,32
scharf,8
longer,1
assume,1
together,3
filing,3
time,19
push,4
chain,3
focus,5
underwriter,3
manager,1
llc,2
certainly,5
obamacare,7
countdown,1
finally,1
greylock,1
suffered,1
adviser,1
billionaire,1
gravitate,1
advised,1
word,1
minute,1
rusal,1
inauspicious,2
team,27
prevent,1
revolution,2
slower,1
heins,1
sign,12
slowed,2
cost,7
run,6
appear,1
superprize,1
disease,1
current,2
suspect,1
falling,2
angelina,3
wearhouse,8
address,1
along,1
appears,1
wait,1
precursor,1
shift,1
ipo,80
crisis,5
market,52
wealth,4
working,1
visit,1
insider,7
prosecutor,2
introducing,1
effort,8
valued,1
tokyo,4
car,10
shutterstock,8
flu,10
flagship,4
growing,4
making,4
jinkosolar,10
heart,1
trump,4
downfall,1
december,9
topic,1
dropped,1
fourth,8
economy,18
product,2
information,4
may,20
fed,3
crashed,1
mac,2
mae,2
mad,3
date,1
data,9
commodity,3
maybe,1
progressively,1
talk,1
disclosure,1
colt,4
mainly,1
kong,12
course,2
shake,1
equip,4
still,13
cola,4
group,16
marketrealist,2
interesting,6
jim,3
window,5
artisan,1
farmer,4
policy,4
happened,1
finance,41
thereby,1
nation,1
countrywide,2
qualified,1
nov,3
term,3
realist,2
january,7
drop,2
maher,2
quarter,15
obsession,1
minority,1
canada,2
living,6
ultimately,1
profit,3
twtr,1
factory,4
looking,3
contained,2
internet,5
theory,1
hairdresser,1
million,51
quite,2
zuckerberg,3
cut,4
card,4
care,2
advance,1
training,2
thing,6
place,3
think,7
first,28
initial,7
saving,3
striking,2
sarbanes,1
one,7
soaring,1
long,9
open,2
size,2
city,1
given,1
enbridge,5
anyone,6
sstk,1
speaking,1
mining,1
allegedly,1
broadcast,2
released,5
representing,1
appreciated,1
population,1
barrington,3
depressed,4
future,8
venture,5
san,1
sam,1
pro,3
say,13
medium,4
saw,1
convergex,4
offering,35
note,1
intends,1
potential,2
horowitz,1
take,4
online,9
performance,1
wonder,6
urge,3
sure,3
pain,1
track,1
price,48
paid,1
america,4
forever,1
failure,4
average,6
later,1
hungry,1
professional,12
senior,1
liquidity,1
eamon,4
regulated,1
show,20
fend,1
written,2
going,9
get,9
hailed,2
nearly,9
lighter,1
hedge,1
secondary,9
resource,2
aluminum,1
median,2
borrow,2
morning,7
predicted,2
multimillionaires,1
marred,1
discussing,4
maximum,3
relative,2
college,23
eliminating,2
surgery,7
sport,2
concern,2
voluntary,1
mortgage,3
federal,5
review,11
forecast,1
behind,4
affecting,1
august,3
comp,1
come,8
many,6
trader,16
according,6
tour,4
traded,4
among,2
color,1
robotics,4
period,6
football,22
learning,1
considering,1
unusual,1
marc,3
mounting,1
mark,2
combined,3
dolly,4
engine,1
educated,1
offered,1
careful,1
former,1
paying,4
developing,1
cash,3
steinberg,6
coffee,1
hysterectomy,1
technology,2
worry,1
develop,1
doctor,2
pay,4
locking,1
html,10
stepped,1
unionize,9
breakdown,1
oil,9
running,1
fruit,1
changing,2
anticipated,9
quartz,2
relies,1
roughly,2
without,2
termination,1
model,4
bumping,1
money,12
krosby,1
rest,1
kill,4
touch,4
blow,1
death,2
tim,1
thinking,1
rose,4
lender,1
formative,1
treatment,1
momentum,5
scheduled,2
around,4
read,6
dark,1
inflation,5
grid,1
seahawks,9
world,22
reap,1
benefit,5
blackberry,1
output,4
twelve,1
competition,1
gross,4
noon,2
legal,1
provides,5
provider,1
freed,1
felt,2
power,4
broker,4
exciting,1
manufacturer,1
conducting,1
industry,5
favorite,2
medicare,5
stand,1
malfunction,1
image,1
determine,1
strip,1
log,4
paywall,4
start,4
low,16
lot,7
hamadeh,3
valley,1
bubble,1
waze,1
enough,1
reduce,2
trying,2
october,4
unveils,1
strongly,1
gone,3
cnbc,18
taste,1
certain,1
general,3
daily,2
file,4
allocating,1
event,4
gaining,4
congress,2
includes,1
important,1
peak,1
coverage,2
included,2
fiscal,1
invest,1
curve,1
repay,1
mass,1
overseas,1
starting,1
represent,3
forget,4
founder,12
caused,1
dollar,5
month,11
surgical,9
settlement,1
thursday,17
program,3
case,3
premium,7
worse,1
sitting,2
far,3
ouch,1
decide,1
fall,4
sony,1
wsj,1
list,3
large,2
saudi,1
small,1
sank,1
ten,2
clinch,1
nearing,1
past,4
rate,21
perspective,1
nbc,1
investment,10
returned,2
pinterest,1
investing,6
suv,3
version,1
public,48
movement,1
turmoil,1
full,2
leaping,1
operating,2
november,2
strong,8
backlash,1
publisher,1
search,4
antagonizing,1
ahead,3
brutal,1
prior,2
amount,2
healthier,4
advertising,1
rory,1
social,7
provable,1
myra,1
trainer,1
via,1
glitch,1
href,3
marketo,3
destination,3
two,13
governance,1
taken,1
injury,2
flat,2
israel,1
company,79
known,4
weighed,1
midstream,2
nine,1
morgan,4
ilumina,3
dec,2
reaps,2
history,2
compare,4
share,92
sharp,1
huge,2
court,2
drained,1
hugo,1
earnings,9
explains,5
nrgm,2
alibaba,16
coming,5
response,1
short,7
anytime,2
fundamental,2
mkto,2
shork,6
help,2
leigh,2
september,2
bowl,20
soon,3
trade,2
held,4
paper,1
surgeon,1
developer,2
discloses,1
rapidly,1
botched,1
actually,1
late,1
pch,2
ruining,1
stephen,3
might,2
fool,1
good,8
return,5
ceo,28
bought,4
waged,1
reminder,1
bigger,9
loosely,1
mastercard,9
heavy,1
week,11
harm,1
everyone,1
house,1
energy,8
hard,2
positioned,4
idea,1
slowdown,1
expect,2
beyond,1
insurance,10
really,1
quincy,1
since,25
research,4
health,4
issue,1
wisconsin,2
belief,1
risen,1
friday,3
backer,3
nationally,2
reason,2
put,5
earliest,1
terrible,3
american,3
threat,3
disincentive,1
fallen,2
major,5
number,5
fancy,1
done,1
wager,1
story,1
leading,2
least,4
regulation,7
jed,2
entrepreneur,2
store,2
fumble,18
selling,19
option,2
inergy,2
hotel,9
part,9
focusing,1
believe,1
obama,3
kind,1
grew,8
double,2
marriage,2
toward,1
heaviest,1
juice,1
liedtke,1
bhp,1
sell,20
relationship,2
depending,2
javers,4
also,12
chairman,1
play,1
added,5
hourly,2
goldman,1
freddie,2
cigarette,3
hired,1
shareholder,5
plan,6
significant,1
xlviii,2
tpg,1
mobile,5
clear,3
sometimes,1
cover,1
traditional,8
latest,1
microsoft,12
phenomenon,2
hopper,1
nasdaq,4
hyped,1
fine,1
find,7
impact,6
giant,2
copyright,6
writer,2
penalty,2
condon,1
dysfunctional,2
equity,7
glut,4
hit,8
cheaper,1
famous,4
bofa,2
spiked,1
common,8
activity,1
hype,1
starwood,2
set,5
creator,1
collectively,1
see,12
individual,4
sec,2
plummeted,1
close,21
angie,2
declined,4
expert,1
movie,2
probably,5
burned,1
adchoices,8
steelers,4
available,1
recently,1
sold,14
attention,3
last,6
license,2
restaurant,1
annual,5
foreign,4
cynic,1
bell,1
loan,3
simply,2
expensive,1
decline,8
complication,6
described,4
raise,9
strategy,10
brick,4
territory,3
meeting,2
firm,7
partly,1
priced,6
fund,6
understand,1
representative,1
demand,3
loom,18
look,23
solid,2
straight,1
tip,1
wyatt,2
institute,2
cronut,2
guide,1
real,1
mystic,1
disappointing,1
virtu,3
truckmaker,4
rid,2
fannie,2
increased,1
anymore,2
shackle,1
widely,3
higher,6
used,3
flooded,1
yesterday,2
user,2
robust,1
recent,5
cognoscente,1
derisk,1
older,4
analysis,1
savvy,6
traffic,1
astecs,1
reviewed,1
using,1
alternative,1
prince,1
profitable,1
altria,6
retirement,2
majority,4
guaranteed,1
stwd,2
eager,1
causing,1
surprised,1
australia,1
march,10
big,3
unlimited,1
game,15
imposed,1
lost,3
follows,1
eeq,3
eep,3
continue,4
surging,3
ivan,1
google,20
often,2
spring,1
back,9
bounce,1
streaming,2
strongest,3
towards,1
pricing,8
scale,1
decision,2
audience,1
per,17
seller,2
connecting,1
patient,7
agreement,1
stem,1
daimler,12
pepsico,1
constraint,1
range,14
obstetrician,1
seeing,6
within,3
retailer,2
awaited,2
primarily,1
bankruptcy,2
spending,5
fast,1
record,5
considerably,1
slump,1
reiterated,4
atlantic,2
filed,2
russian,1
line,2
isrg,1
raising,4
fda,2
intuitive,3
foresight,1
growth,15
insurancequotes,2
today,4
jumbo,2
similar,2
associated,6
armstrong,4
stripped,1
prescience,1
warning,1
rally,1
intensifying,2
income,4
department,2
manhattan,2
provided,1
prepared,4
stockmarket,1
lenz,4
vice,1
depth,1
dot,4
buzziest,1
fresh,1
requires,1
evidence,4
advisory,1
issued,1
existing,2
broader,1
concerned,1
young,1
send,4
lower,1
citing,1
stable,1
include,5
dramatically,1
sent,1
unitedhealth,1
probe,1
continues,3
facebook,50
drinking,1
entire,1
michael,4
fewer,1
race,1
taobao,1
massachusetts,1
barbara,1
disclaimer,1
cap,4
jump,11
video,23
repurchased,1
click,4
depression,5
index,6
business,14
waning,1
anthem,8
assisted,1
waiting,2
volatile,1
capital,5
nicholas,4
bird,10
exercise,1
led,6
exchange,5
commercial,3
overvalued,1
following,2
let,3
others,1
tremor,1
safer,1
bode,2
great,8
technical,1
resulting,1
climb,4
maker,22
apple,1
apr,4
manage,1
private,6
privately,1
cloud,1
use,5
feb,2
usa,3
breakup,1
next,14
eleven,1
doubt,1
expanding,5
timing,1
stage,1
historically,1
sort,2
popped,1
started,1
sharply,1
account,2
recession,1
anywhere,1
crossed,2
meet,2
closing,2
point,3
beijing,1
reserved,6
lock,10
benz,4
tax,4
high,10
sought,1
hesitate,1
defective,2
sig,1
stock,118
tier,1
prostate,1
light,1
bing,1
counter,4
robot,4
chief,4
jolie,3
producer,1
institutional,1
move,5
interpreted,1
including,1
willing,4
choose,5
holiday,7
crash,8
auto,2
material,1
dai,4
cutting,3
investor,22
day,34
february,3
slide,3
truth,1
luster,1
staying,1
related,2
society,1
thirteen,2
lukewarm,1
entertainment,2
armor,1
glasenberg,1
electronics,2
disclose,1
ban,2
york,6
regulatory,1
van,8
philip,3
steering,2
mainland,1
hostile,1
could,14
keep,2
ltd,4
californian,4
south,3
designed,1
swapped,1
owned,4
owner,4
reached,1
rakoff,2
nyse,1
management,10
system,4
painful,1
exactly,1
july,1
vrts,2
ben,2
punctured,1
providing,1
bet,1
exhibit,1
unchanged,4
partnership,1
bertha,7
unlikely,1
need,2
viewed,1
minimally,1
able,2
mid,4
incentive,1
instance,1
accuracy,1
worldwide,1
visa,8
eight,3
awi,3
device,3
expired,1
payment,8
delivery,4
halved,3
weisbaum,1
businessman,1
emerging,10
agreed,1
bring,1
portfolio,3
rough,1
debate,3
principal,1
based,2
earned,1
winner,2
brighten,3
bernard,1
slows,3
seizing,1
overall,3
accel,2
pave,1
fraud,2
buyer,4
bronco,9
organ,1
brain,1
numerous,1
calling,1
reid,1
mercedes,4
view,1
national,2
legacy,1
reform,1
clearing,1
tend,1
state,6
closed,6
privco,1
jos,12
ability,1
renren,1
job,7
key,1
declining,1
thank,1
marty,3
taking,1
equal,2
roil,1
april,1
passing,1
otherwise,1
comment,2
wall,19
invasive,1
tuesday,10
brennan,4
table,1
outsider,1
addition,1
cent,1
bby,2
define,1
diversity,10
vinci,7
listing,3
ssys,2
hmo,1
bull,1
hesitant,1
value,14
expiration,3
uncertainty,1
almost,6
site,4
linkedin,3
heating,2
hardware,5
partner,11
quirkiest,1
perhaps,1
began,3
adverse,1
slammed,18
largest,6
party,1
practice,1
http,14
preparers,1
reporting,1
diploma,1
robotic,2
transaction,1
reflection,1
yingli,4
well,12
usual,1
loeb,1
executive,6
web,1
supply,2
smith,3
nastier,1
realize,1
shunfeng,4
smart,2
definitive,2
five,9
know,11
press,4
immediately,1
loss,1
motorola,8
like,9
success,1
lose,2
become,1
heel,1
thiel,3
twitter,15
authority,2
francisco,1
choosing,1
home,5
peter,1
happens,2
competitor,3
morris,3
coombs,7
keystone,9
salaried,2
leader,3
schedule,1
expansion,1
pressure,5
host,3
expire,1
panel,12
getting,2
basis,1
statement,3
outstripped,1
software,4
photovoltaic,4
previously,1
washington,6
three,9
cancerous,1
registration,1
networking,6
additional,6
biggest,15
building,7
buy,15
brand,5
volume,7
construction,3
gain,10
squeeze,1
valuation,3
made,6
yelp,1
behemoth,4
whether,6
official,18
flip,1
windfall,1
problem,14
gynecological,1
stirring,1
marketplace,1
handset,4
proceeds,7
inc,36
mutual,1
compared,1
percent,35
detail,1
virtual,4
lately,1
incredibly,2
chavez,1
monday,3
bailing,2
marlboro,3
june,1
shown,1
stay,1
chance,2
cliff,1
sentiment,1
pincus,1
portion,1
pension,2
gynecologist,1
